review,Aspect
It took a minute getting use to the variances in the MX Performance from the MX Revolution but I quickly adjusted and loved the charging system with the replaceable battery,battery
"That mouse was excellent- good battery life, a little wider and very responsive on almost any surface",battery
So far I've had to replace the battery at least 4times (using rechargeable),battery
The battery easily lasts an entire day or more,battery
"Worked great, easy to connect, battery lasted about two months",battery
I bought this mouse to replace my Logitech MX Revolution which I have had for about 5+ years now and the battery finally stopped holding a charge (I figure that many years of rechargeable battery life is pretty good),battery
New battery will last about month and a half so I suggest people getting rechargeable battery unit,battery
"There have been a couple of times where I left the mouse on in my bag overnight, and the battery was dead the next morning",battery
"and because the battery is so easily replaceable, I don't see why people are so up in arms about this issue",battery
It has the same base functionality with much better battery life,battery
The battery compartment opens in a cheap way,battery
The product page claims the battery is good for up to 10 months,battery
The only reason I didn't give this mouse a 5-star rating is the battery usage,battery
If I leave it on all the time the battery (requires one AA battery) goes dead within a week,battery
It turns off the mouse when you plug the adapter into it so it saves a considerable amount of battery life when not in use,battery
"I can only assume it's the battery since the mouse seemed to work perfectly fine when I first purchased it, but it now consistently doesn't recognize clicks or scrolling of the wheel",battery
The 3 other coworkers have noticed the same short battery life,battery
PS: Battery life was great-I never had to replace the battery once during the 4 months,battery
Be warned to keep a fresh battery in yours,battery
The battery lasts sooo long it's easy to let it go until it's too late,battery
I'm going to replace the battery and if that doesn't work I'll find a different mouse,battery
I DO NOT like the two day battery life that everyone gets before a mandatory recharge,battery
"Even with a better aftermarket battery it still dies in two days, not two months like other mice",battery
