,review,Aspect,preds
1045,As a side not: the device seems to work rather well if you install DD-WRT but the signal strength isn't nearly as good my old Airport even after using a configuration guide,signal,signal strength isn't nearly as good 
1046,"It needs to be rebooted frequently, and the signal gets weak only 40 feet away",signal,signal gets weak 
1047,Also our xbox only gets a strong signal once in a while,signal,gets a strong signal 
1048,"I bought this as an upgrade from my d-link DI-524 router, because I needed something more dependable for wireless, and something with a better signal (and performance)",signal,better signal 
1049,"This being my 4th or 5th Netgear router, I am familiar enough with their router management software to have attempted to tweak some settings (security, broadcast, and otherwise) to attempt to resolve the issue but was unable to successfully keep my router transmitting a wireless signal",signal,unable to successfully keep my router transmitting a wireless 
1050,"2) While the 5 Ghz wireless signal is a nice option, of my 10+ wireless capable devices, only one is capable of finding and utilizing 5 Ghz",signal,wireless signal is a nice option 
1051,"The range of the signal isnt better than the old Cisco G router its replacing, the other issue I had is the Usb port to which I connected an Epson printer, the software and usability its just rubish",signal,issues with the Usb port 
1052,The main reason I purchased this router was to get better signal to another location  in my home than I was getting with my g router,signal,get better signal 
1053,"8, my son's computers picked up 3 bars of 5 instead of 2 in wireless signal strength, I no longer needed the fan and all was well",signal,picked up 3 bars of 5 instead of 2 in wireless signal 
1054,"The installation woes behind me, it does run good and the signal is strong enough for me to roam around the house and do what I have to do without being tied down to the computer chair",signal,signal is strong 
1055,wireless signal strength was just bit better than belkin &amp; was not any better than linksys befwf411s v4 nor wrt54g v1,signal,signal strength was just bit better 
1056,"From strictly getting a wireless signal from my router throughout my house, it did fine",signal,getting a wireless signal 
1057,I will say this if they can fix those Issues I ll buy one in a second as the WIRELESS signal strength was truly amazing it has to be the strongest router i have ever seen when it comes to signal,signal,LESS signal 
1058,I can see if you only use the router to surf the internet that you would think this is the most amazing router because the signal can literally penetrate two houses away but even then it at times hampered my 8 Mbit connection,signal,signal can literally penetrate 
1059,1 of our laptops wasn't getting the wireless signal on the second floor of our house,signal,wasn't getting the wireless signal 
1060,"I live in a two-story house and although I expected the signal strength to be somewhat degraded in the upstairs portion of the house, it was continually dropping the connection",signal,dropping the connection 
