review,span,Aspect
The screen fills with ads while you're driving that are super distracting, screen fills with ads ,screen
2 - The touch screen is not as responsive as it should be, screen is not as responsive ,screen
"It takes so much trying to get it to read my finger on the touchscreen, it's nearly unuseable "," touchscreen, it's nearly unuseable ",screen
The tough screen requires too much pressure , screen requires too much pressure ,screen
"I used the ""safely remove hardware"" button on my PC and the screen became washed out with white", screen became washed out ,screen
"Also the touch screen function is delayed , you have to hold your finger on the screen for a little too long to get a response", screen function is delayed ,screen
The additional screen real estate is also wasted , screen real estate is also wasted ,screen
bought this unit from walmart because I needed a unit quickly since my magellan 2145's screen broke during travel , screen broke during travel ,screen
I've had many issues with the touch screen of this device, issues with the touch screen ,screen
"And sometimes when I set out to use it, the screen seems to freeze up intermittently and was so fickle, I couldn't even recalibrate it", screen seems to freeze up ,screen
