,review,Aspect,preds
3836,"<p>  After repeated calls to the terribly unhelpful ""technical support"" (who seemed convinced that the problem was everything BUT the router - very suspicious - and who sent me firmware that refuses to install) and a sore neck from long hold times (at least 45mins",firmware, firmware that refuses to install 
3837,"This one had the latest firmware, so the bridge option was removed by Dlink",firmware, bridge option was removed 
3838,"The linksys people were clueless also , the sent me 3 different firmwares, but none worked ( even beta ones)",firmware, linksys people were clueless also 
3839,"50, resetting my router to default, then resetting the new device to default, then upgrading the firmware on the new device (which I downloaded before I changed the ip to static)",firmware, upgrading the firmware 
3840,"The main problem is that you can't see the thing on your network and it has no port to connect to, so you can't configure it or upgrade the firmware--which is worthless and unusable",firmware, firmware--which is worthless 
3841,"I've held on, hoping that a magic firmware update would be issued that would make all of the issues disappear",firmware, firmware update would be issued 
3842,"My firmware is up to date, I've re-started it 50+ times, my internet is working fine (I'm on it now thanks to my old router), I just cannot get the router to connect to the internet",firmware, cannot get the router to connect 
3843,"With the newest firmware, the b devices and g devices work together very well",firmware," firmware, the b devices and g devices work together "
3844,"If you load that firmware, your wireless throughput will drop even further, and many of the functions like creating secondary ethernet bridges will completely cause the WAN to quit working",firmware, wireless throughput will drop 
3845,"This router use to be great, but with the new version 5 it's only got half the memory and can't be my 4rd party firmware installed",firmware, can't be my 4rd party firmware 
3846,I didn't go for that because I had already tried the router somewhere else and used DD-WRT firmware which didn't work either so I knew it was not a software issue,firmware, firmware which didn't work 
3847,"i've upgraded the firmware, i've even took my router to my friend's house to see if the problem is universal, and yet it is! ['ve, upgraded, 've, took, see, is, is] [universal]
",firmware," firmware, "
3848,Turns out this version is very buggy and can't be upgraded to aftermarket firmware,firmware, buggy 
3849,The latest version of this product model has less RAM and runs a different firmware (essentially an operating system) than previous versions of the same product,firmware, different firmware 
3850,As others noted below this router drops local connections constantly (2 to 3 times daily) I did not have this problem until I updated the firmware to the latest release: 1,firmware, drops local connections 
3851,Have been updating new firmware whenever a new one is available,firmware, updating new firmware 
3852,"However, with every new firmware, the quality seems gettign worse",firmware, quality seems gettign 
3853,I had to go through talking to three or four   really novice support people before I finally got someone that gave me a firmware upgrade so that   the box would work,firmware, firmware upgrade so that 
3854,"The instructions on the self-help support webpage lead me to upgrade the firmware, and once that was complete, I have not been able to connect to the unit again",firmware, have not been able to connect 
3855,As soon as I got it I downloaded the latest firmware (end of May 2010),firmware, downloaded the latest firmware 
3856,The advantages of the 1490 are all for naught without reliable firmware which this device lacks,firmware, without reliable firmware 
3857,"I have not tried 'eco route' related functionality I have updated map and software - so it has now latest firmware and map Basic functionality - add address/search address , navigation,interface is fine now i feel following issues - if anybody has any input let us know 1) when unit start - screen loads after ""I agree"" button ,it always make noise like ""spark "" or radio tunning for fraction of second and then it become normal",firmware," screen loads after ""I agree"" button "
